orig_idx,combined_lower,has_unilateral,has_bilateral
1905,"ppnc06-temporary pacemaker implantation [sep] temporary heart pacemaker insertion, temporary pacemaker placement, short-term pacemaker surgery, external heart rhythm device, temporary heartbeat regulator, pacemaker wire implantation, temporary cardiac pacing, temporary electrical heart support, temporary heart device, short-term rhythm control procedure, temporary electrical stimulator, hospital-based pacemaker insertion [sep] tpm, temp pm, temp pacer, temp pace, temp pka, temp ecg, temp rhythm, temp impl, shrt-term pacer, external pacer, temp bpm, temp heart, temp stim",0,0
1906,"ppnc07-permanent pacemaker implantation [sep] permanent pacemaker implantation, heart rhythm device insertion, pacemaker surgery, pacemaker placement, internal heart pacemaker, electrical heart stimulator, pacemaker system implant, cardiac pacing device insertion, device to regulate heartbeat, pacemaker implant procedure, long-term heart rhythm device, hospital-based pacemaker surgery [sep] ppm implant, pm insertion, pacemaker surg, pacer placement, heart stimulator implant, cardiac pacing device, hrd implant, pacemaker surgery, permanent pacemaker, pacemaker sys, pm surg, long-term hrd, heart rhythm device",0,0
1907,"ptmc / ptmv package [sep] percutaneous transluminal mitral commissurotomy, mitral valve balloon dilation, heart valve opening procedure, minimally invasive mitral valve surgery, valve repair with balloon technique, non-surgical mitral stenosis treatment, cardiac catheterization for mitral valve, balloon valvuloplasty for mitral stenosis, enlarging blocked mitral valve, heart valve opening without surgery, percutaneous valve procedure, non-invasive mitral valve treatment [sep] ptmc, ptmv, mvr balloon, balloon mv dilation, valve balloonoplasty, percutaneous mitral, mitral valvuloplasty, non-surgical mv, cardiac catheterization mv, mitral balloon, balloon valvuloplasty, percutaneous valve, mitral stenosis treatment",0,0
1908,"ptsma package [sep] percutaneous thoracic sympathetic modulation, nerve block therapy, heart nerve distraction procedure, non-surgical chest nerve treatment, minimally invasive cardiac sympathetic targeting, thoracic nerve modulation package, heart sympathetic nerve procedure, endovascular nerve therapy, chest nerve block treatment, sympathetic nervous system intervention, cardiac nerve procedure bundle, ptsma treatment plan [sep] ptsma, ptsma pkg, tsm, perithsym, thoracic nerve block, heart nerve pkg, cardiac symp therapy, endo nerve therapy, chest nerve block, sympathetic nerve intervention, cardiac nerve bundle, heart sns procedure",0,0
1909,"rf ablation complex package [sep] catheter ablation, heart rhythm correction, arrhythmia treatment, electrophysiology procedure, minimally invasive heart surgery, cardiac arrhythmia ablation, electrical pathway destruction, heart pacemaker intervention, electrophysiology package, heart conduction disorder treatment, heart electrical activity reset, advanced ablation therapy [sep] ca, rfa, ep, hrct, ma, ept, ep-ab, rf-ab, heartrfx, ecgter, arrhabl, cardiacabl",0,0
1910,"rf ablation simple package [sep] radiofrequency ablation kit, rf treatment package, heart tissue destruction procedure, minimally invasive ablation set, arrhythmia therapy bundle, cardiac ablation system, simple rf removal kit, heart rhythm correction package, electrocautery ablation kit, non-surgical heartbeat treatment, basic ablation toolset, cardiac arrhythmia intervention kit [sep] rfa, rf ablation, rf kit, ablation package, arrhythmia kit, heart ablation set, cardiac rf, simple rf kit, electrocautery kit, heart rhythm treatment, non-surgical ablation, cardiac intervention kit",0,0
1911,"aicd implantation package [sep] implantable defibrillator placement, aicd device insertion, automatic implantable cardioverter defibrillator surgery, heart shock device implantation, implantable cardioverter defibrillator procedure, icd implant surgery, pacemaker and defibrillator placement, heart rhythm device implant, defibrillator implantation procedure, implanting a cardiac defibrillator, automatic implantable defibrillator kit, heart device implantation for arrhythmia [sep] aicd, icd implantation, aicd implant, icd placement, icdc, heart shock implant, defibrillator surg, pacemaker+icd, arrhythmia device, icd procedure",0,0
1912,"angioplasty peripheral package [sep] peripheral artery balloon dilation, non-invasive leg artery procedure, limb blood flow improvement, peripheral vessel widening surgery, minimally invasive artery widening, peripheral arterial angioplasty, leg vessel repair, outpatient peripheral artery treatment, arterial blockage ballooning, vascular access angioplasty, non-surgical limb blood flow procedure, peripheral artery intervention [sep] peri-angioplasty, p-pta, pad-angioplasty, limb-balloon, peripheral pta, outpt p-pta, non-invas pta, vasc-pta, leg vessel pta, peripheral angio, p-angioplasty, limb artery pta",0,0
1913,"angioplasty primary - single vessel package [sep] artery opening procedure, heart artery ballooning, single blood vessel angioplasty, primary vessel dilation, minimally invasive artery repair, one-vessel angioplasty treatment, coronary artery expansion, catheter-based artery procedure, single vessel blockage treatment, non-surgical artery opening, balloon angioplasty for one artery, primary vascular intervention [sep] angioplsty, sval, pci, cath angio, primary angio, sing vessel angio, cor artery pt, mininv artery, balloon pt, coronary angio",1,0
1914,"angioplasty ptca - multiple vessel package [sep] coronary artery widening, balloon angioplasty, percutaneous transluminal coronary angioplasty, heart artery balloon procedure, multiple vessel coronary repair, non-surgical artery opening, cardiac catheterization procedure, minimally invasive heart vessel dilation, balloon therapy for multiple arteries, heart blood flow improvement, chest artery balloon treatment, heart surgery for blockages [sep] ptca, multi vessel, cag, balloon angio, pci, cardiac cath, heart vessel dilation, coronary angioplasty, multi-artery angioplasty",0,0
1915,"angioplasty ptca - single vessel package [sep] coronary artery balloon angioplasty, ptca for heart arteries, minimally invasive heart vessel widening, single vessel dilation procedure, percutaneous coronary intervention, cardiac blood vessel expansion, catheter-based artery treatment, single-block artery treatment, non-surgical coronary repair, outpatient heart artery procedure, artery opening via catheter, balloon angioplasty for one vessel [sep] ptca, cor-angio, pcta, svd, pci, cba, cath-angio, ovc, non-surg cor, outpatient angio, ball angio, one vessel pta",1,0
1916,"carto package [sep] cardiac mapping system, electrophysiology mapping package, heart rhythm diagnostic kit, arrhythmia detection setup, ecg mapping tool, heart electrical activity package, cardiac electrophysiology kit, specialized heart mapping equipment, electrophysiology study setup, heart conduction analysis system, arrhythmia management package, cardiac circuit mapping device [sep] carto, cpack, eps, hrmap, afmap, ecgmp, hemap, ces, epset, hcard, arrh, ccm",0,0
1917,"ppnc02-angioplasty [sep] coronary artery balloon dilation, heart blood vessel widening, minimally invasive heart valve repair, catheter-based artery expansion, angioplasty for blocked arteries, percutaneous coronary intervention, cardiac blood flow restoration, non-surgical artery opening, balloon angioplasty, chest artery procedure, coronary artery unblocking, catheter therapy [sep] angio, ppnc02-angio, pta, pci, coronary balloon, catheter angio, cardiac angio, balloon dilatation, percutaneous angio",0,0
1918,"ppnc03-angiography with angioplasty [sep] coronary artery imaging with balloon dilation, heart blood vessel scan and widening, diagnostic angiogram with artery ballooning, imaging test of coronary arteries plus angioplasty, catheter-based heart vessel imaging and repair, vascular imaging with artery opening procedure, coronary artery visualization and intervention, minimally invasive heart artery procedure, cardiac catheterization with balloon angioplasty, coronary artery check-up and repair, heart vessel imaging combined with balloon treatment, diagnostic and corrective heart vessel procedure [sep] angio, ppnc03, cag with angioplasty, coronary angio, hcat cath, cva with balloon, pci, cath-angio, heart vasc imag, cor artery dual, coronary plex",0,0
1919,"ppnc09-eps and rfa [sep] percutaneous peripheral nerve stimulator, nerve block device, minimally invasive nerve pain treatment, radiofrequency ablation for nerves, nerve lesion procedure, peripheral nerve rf therapy, nerve pain control procedure, outpatient nerve ablation, neurostimulation device, nerve lesioning technique, nerve pain relief method, minimally invasive nerve therapy [sep] ppnc09, perns, pns rfa, nerve ablation, neurostim, pn rf, nerve block, peripheral nerve rfa, nerve lesion, nerve pain rfa",0,0
1920,"aorto bifemoral bypass [sep] aorto bifemoral bypass, abdominal and thigh artery bypass, leg artery rerouting surgery, aorta to femoral artery graft, lower limb blood flow restoration, vascular bypass for limbs, aortic-femoral artery surgery, peripheral artery bypass, minimally invasive leg artery surgery, aortic to femoral graft procedure, circulation improvement surgery, arterial bypass for leg blockages [sep] aobf bypass, aorto bifemoral bypass, afb, abdo-femoral bypass, leg bypass, aorto-fem bypass, peripheral bypass, femoral-femoral bypass, circulatory bypass",0,0
1921,"arterial switch operation - paed [sep] arterial switch surgery, pediatric arterial switch, heart artery rerouting in children, congenital heart artery correction, surgery to switch major arteries, neonatal heart artery repair, pediatric coronary artery correction, newborn arterial switch, arteries swapped heart operation, pediatric heart artery surgery, arterial switch for infants, child-specific heart artery correction [sep] aso, arterial switch, paed aso, neonatal aso, pediatric aso, congenital aso, heart switch, artery swap, child aso",0,0
1922,"asd closure / repair (minimally invasive) [sep] atrial septal defect closure, asd repair, heart hole closure, minimally invasive asd correction, atrial septal repair surgery, small incision heart repair, atrial septal defect device closure, outpatient asd repair, catheter-based asd closure, minimally invasive atrial septal correction, asd hole patching, non-invasive heart defect repair [sep] asd-cc, asd-repair, asd closure, mininv-asd, asd device closure, outpt-asd, catheter-asd, asd patch, asd repair surgery, asd correction, asd closure (catheter-based), minim invasive asd",0,0
1923,"bentall + cabg [sep] aortic root replacement with coronary artery bypass, bentall procedure, heart valve and artery repair, aortic and coronary surgery, aortic root and bypass operation, heart reconstruction surgery, combined aortic and coronary bypass, valve and artery restoration, major heart surgery, chest artery and valve procedure, open-heart aortic and bypass surgery, complex heart root repair [sep] bentall+cabg, aor+cabg, btd+cabg, hvr+cabg, hr+cabg",0,0
